emotion,phrase,language
disappointed,disheartened disillusioned and disconnected ako,fil
disappointed,disheartened dispirited or depressed he or she might ask q,en
disappointed,nadismaya dispirited depressed ask ko,hil
disappointed,disheartened dispirited depressed ask ako,fil
disappointed,disheartened for him,en
disappointed,disheartened him ako,fil
disappointed,disheartened for those people and i hope they can help sto,en
disappointed,nadismaya those people and hope help sto ko,hil
disappointed,disheartened those people and hope help sto ako,fil
disappointed,disheartened from everything,en
disappointed,nadismaya everything ko,hil
disappointed,disheartened everything ako,fil
disappointed,disheartened honestly,en
disappointed,nadismaya honestly ko,hil
disappointed,disheartened honestly ako,fil
disappointed,disheartened i close my eyes and think as to how i would h,en
disappointed,nadismaya close eyes and think how ko,hil
disappointed,disheartened close eyes and think how ako,fil
disappointed,disheartened i read in jeremiah that he had warn,en
disappointed,nadismaya read jeremiah warn ko,hil
disappointed,disheartened read jeremiah warn ako,fil
disappointed,disheartened i read in jeremiah that he had warned judah a,en
disappointed,nadismaya read jeremiah warned judah ko,hil
disappointed,disheartened read jeremiah warned judah ako,fil
disappointed,disheartened just by thinking about it,en
disappointed,nadismaya thinking ko,hil
disappointed,disheartened thinking ako,fil
disappointed,disheartened knowing that the right combination of meds is,en
disappointed,nadismaya knowing right combination meds ko,hil
disappointed,disheartened knowing right combination meds ako,fil
disappointed,disheartened lethargic and unmotivated ill tell you what i,en
disappointed,nadismaya lethargic and unmotivated masakit tell what ko,hil
disappointed,disheartened lethargic and unmotivated ill tell what ako,fil
disappointed,disheartened maybe,en
disappointed,nadismaya maybe ko,hil
disappointed,disheartened maybe ako,fil
disappointed,disheartened over him,en
disappointed,nadismaya over him ko,hil
disappointed,disheartened over him ako,fil
disappointed,disheartened right after,en
disappointed,nadismaya right ko,hil
disappointed,disheartened right ako,fil
disappointed,disheartened so i turned on the radio hoping mus,en
disappointed,nadismaya turned radio hoping mus ko,hil
disappointed,disheartened turned radio hoping mus ako,fil
disappointed,disheartened so i turned on the radio hoping music would l,en
disappointed,nadismaya turned radio hoping music ko,hil
disappointed,disheartened turned radio hoping music ako,fil
disappointed,disheartened so i walked home and stopped off at,en
disappointed,nadismaya walked home and stopped off ko,hil
disappointed,disheartened walked home and stopped off ako,fil
disappointed,disheartened so i walked home and stopped off at the shop,en
disappointed,nadismaya walked home and stopped off shop ko,hil
disappointed,disheartened walked home and stopped off shop ako,fil
disappointed,disheartened that a few feel the need to resort to these l,en
disappointed,nadismaya few feel kinahanglan resort these ko,hil
disappointed,disheartened few feel need resort these ako,fil
disappointed,disheartened that he has had to take strong antibiotics se,en
disappointed,nadismaya has take kusog antibiotics ko,hil
disappointed,disheartened has take malakas antibiotics ako,fil
disappointed,disheartened that i can t help them but the next week they,en
disappointed,nadismaya help them but next week ko,hil
disappointed,disheartened help them but next week ako,fil
disappointed,disheartened that i had not got below the stone mark,en
disappointed,nadismaya not got below stone mark ko,hil
disappointed,disheartened not got below stone mark ako,fil
disappointed,disheartened that my aunt with the forty cats is now,en
disappointed,nadismaya aunt forty cats ko,hil
disappointed,disheartened aunt forty cats ako,fil
disappointed,disheartened that she went along with this shit and felt t,en
disappointed,nadismaya went along shit and felt ko,hil
disappointed,disheartened went along shit and felt ako,fil
disappointed,disheartened that there were so many dance politics going,en
disappointed,nadismaya were many dance politics going ko,hil
disappointed,disheartened were many dance politics going ako,fil
disappointed,disheartened that this drug is the siren call and we are t,en
disappointed,nadismaya drug siren call and ko,hil
disappointed,disheartened drug siren call and ako,fil
disappointed,disheartened this morning,en
disappointed,nadismaya morning ko,hil
disappointed,disheartened morning ako,fil
disappointed,disheartened to even wish to forget you because i have cam,en
disappointed,nadismaya wish forget cam ko,hil
disappointed,disheartened wish forget cam ako,fil
disappointed,disheartened to message him and yet does not get a reply o,en
disappointed,nadismaya message him and yet does not get reply ko,hil
disappointed,disheartened message him and yet does not get reply ako,fil
disappointed,disheartened to say that this is the extent of my stopover,en
disappointed,nadismaya say extent stopover ko,hil
disappointed,disheartened say extent stopover ako,fil
disappointed,disheartened upset and generally pretty cruddy,en
disappointed,nadismaya upset and generally gwapa cruddy ko,hil
disappointed,disheartened upset and generally pretty cruddy ako,fil
disappointed,disheartened watching the commander close in on the convey,en
disappointed,nadismaya watching commander close convey ko,hil
disappointed,disheartened watching commander close convey ako,fil
disappointed,disheartened when going on dates because i didn,en
disappointed,nadismaya going dates didn ko,hil
disappointed,disheartened going dates didn ako,fil
disappointed,disheartened when going on dates because i didn t feel i w,en
disappointed,nadismaya going dates didn feel ko,hil
disappointed,disheartened going dates didn feel ako,fil
disappointed,disheartened when happens,en
disappointed,nadismaya happens ko,hil
disappointed,disheartened happens ako,fil
disappointed,disheartened when i hear people with no caring experience,en
disappointed,nadismaya hear people caring experience ko,hil
disappointed,disheartened hear people caring experience ako,fil
disappointed,disheartened when i look in the mirror and it seems as if,en
disappointed,nadismaya look mirror and seems ko,hil
disappointed,disheartened look mirror and seems ako,fil
disappointed,disheartened with it feeling disheartened with myself over,en
disappointed,nadismaya feeling nadismaya myself over ko,hil
disappointed,disheartened feeling disheartened myself over ako,fil
disappointed,disheartened with the world of fairy tales every time i ve,en
disappointed,nadismaya world fairy tales every time ko,hil
disappointed,disheartened world fairy tales every time ako,fil
disappointed,disheartened with training because i know at some point th,en
disappointed,nadismaya training know some point ko,hil
disappointed,disheartened training know some point ako,fil
disappointed,disillusioned dejected and disappointed by leyalee what a,en
disappointed,disillusioned dejected and nadismaya leyalee what ko,hil
disappointed,disillusioned dejected and nadismaya leyalee what ako,fil
disappointed,disillusioned disappointed distracted defeated,en
disappointed,disillusioned nadismaya distracted defeated ko,hil
disappointed,disillusioned nadismaya distracted defeated ako,fil
disappointed,displaced and disheartened,en
disappointed,displaced and nadismaya ko,hil
disappointed,displaced and disheartened ako,fil
disappointed,dissapointed and disheartened i think of days like this an,en
disappointed,dissapointed and nadismaya think days ko,hil
disappointed,dissapointed and disheartened think days ako,fil
disappointed,dissatisfied and disappointed with the events of christmas,en
disappointed,dissatisfied and nadismaya events christmas ko,hil
disappointed,dissatisfied and nadismaya events christmas ako,fil
disappointed,dissatisfied disappointed and disheartened,en
disappointed,dissatisfied nadismaya and nadismaya ko,hil
disappointed,dissatisfied nadismaya and disheartened ako,fil
disappointed,dissatisfied or disappointed,en
disappointed,dissatisfied nadismaya ko,hil
disappointed,dissatisfied nadismaya ako,fil
disappointed,do not get the same feeling from him,en
disappointed,not get same feeling him ko,hil
disappointed,not get same feeling him ako,fil
disappointed,doing right,en
disappointed,doing right ko,hil
disappointed,doing right ako,fil
disappointed,dumb,en
disappointed,dumb ko,hil
disappointed,dumb ako,fil
disappointed,empty and disappointed,en
disappointed,wala laman and nadismaya ko,hil
disappointed,walang laman and nadismaya ako,fil
disappointed,enraged saddened and extremely disappointed in,en
disappointed,enraged saddened and extremely nadismaya ko,hil
disappointed,enraged saddened and extremely nadismaya ako,fil
disappointed,enraged yet disappointed at the same time,en
disappointed,enraged yet nadismaya same time ko,hil
disappointed,enraged yet nadismaya same time ako,fil
disappointed,equally disheartened by other s lackadaisical attitude tow,en
disappointed,equally nadismaya other lackadaisical attitude tow ko,hil
disappointed,equally disheartened other lackadaisical attitude tow ako,fil
disappointed,excited while the fact is high school is much better than,en
disappointed,excited fact high school maayo na than ko,hil
disappointed,excited fact high school mas mabuti than ako,fil
