local_term,english_term,language,status
gahabok ilong subong,nasal swelling,hiligaynon,active
gahabok itlog acun,testicular swelling,hiligaynon,active
gahabok itlog acun gid,testicular swelling,hiligaynon,active
gahabok itlog acun subong,testicular swelling,hiligaynon,active
gahabok itlog ako,testicular swelling,hiligaynon,active
gahabok itlog akon,testicular swelling,hiligaynon,active
gahabok itlog akon gid,testicular swelling,hiligaynon,active
gahabok itlog akon subong,testicular swelling,hiligaynon,active
gahabok itlog gid ko,testicular swelling,hiligaynon,active
gahabok itlog gid ku,testicular swelling,hiligaynon,active
gahabok itlog ko,testicular swelling,hiligaynon,active
gahabok itlog ko acun,testicular swelling,hiligaynon,active
gahabok itlog ko acun gid,testicular swelling,hiligaynon,active
gahabok itlog ko acun subong,testicular swelling,hiligaynon,active
gahabok itlog ko ako,testicular swelling,hiligaynon,active
gahabok itlog ko akon,testicular swelling,hiligaynon,active
gahabok itlog ko akon gid,testicular swelling,hiligaynon,active
gahabok itlog ko akon subong,testicular swelling,hiligaynon,active
gahabok itlog ko gid,testicular swelling,hiligaynon,active
gahabok itlog ko gid ko,testicular swelling,hiligaynon,active
gahabok itlog ko ko,testicular swelling,hiligaynon,active
gahabok itlog ko ko gid,testicular swelling,hiligaynon,active
gahabok itlog ku,testicular swelling,hiligaynon,active
gahabok itlog ku ako,testicular swelling,hiligaynon,active
gahabok itlog ku akon,testicular swelling,hiligaynon,active
gahabok itlog ku akon gid,testicular swelling,hiligaynon,active
gahabok itlog ku akon subong,testicular swelling,hiligaynon,active
gahabok itlog ku gid,testicular swelling,hiligaynon,active
gahabok itlog ku gid ko,testicular swelling,hiligaynon,active
gahabok itlog ku ko,testicular swelling,hiligaynon,active
gahabok itlog ku ko gid,testicular swelling,hiligaynon,active
gahabok itlug acun,testicular swelling,hiligaynon,active
gahabok itlug acun gid,testicular swelling,hiligaynon,active
gahabok itlug acun subong,testicular swelling,hiligaynon,active
gahabok itlug ako,testicular swelling,hiligaynon,active
gahabok itlug akon,testicular swelling,hiligaynon,active
gahabok itlug akon gid,testicular swelling,hiligaynon,active
gahabok itlug akon subong,testicular swelling,hiligaynon,active
gahabok itlug gid ko,testicular swelling,hiligaynon,active
gahabok itlug gid ku,testicular swelling,hiligaynon,active
gahabok itlug ko,testicular swelling,hiligaynon,active
gahabok itlug ko acun,testicular swelling,hiligaynon,active
gahabok itlug ko acun gid,testicular swelling,hiligaynon,active
gahabok itlug ko acun subong,testicular swelling,hiligaynon,active
gahabok itlug ko ako,testicular swelling,hiligaynon,active
gahabok itlug ko akon,testicular swelling,hiligaynon,active
gahabok itlug ko akon gid,testicular swelling,hiligaynon,active
gahabok itlug ko akon subong,testicular swelling,hiligaynon,active
gahabok itlug ko gid,testicular swelling,hiligaynon,active
gahabok itlug ko gid ko,testicular swelling,hiligaynon,active
gahabok itlug ko ko,testicular swelling,hiligaynon,active
gahabok itlug ko ko gid,testicular swelling,hiligaynon,active
gahabok itlug ku,testicular swelling,hiligaynon,active
gahabok itlug ku ako,testicular swelling,hiligaynon,active
gahabok itlug ku akon,testicular swelling,hiligaynon,active
gahabok itlug ku akon gid,testicular swelling,hiligaynon,active
gahabok itlug ku akon subong,testicular swelling,hiligaynon,active
gahabok itlug ku gid,testicular swelling,hiligaynon,active
gahabok itlug ku gid ko,testicular swelling,hiligaynon,active
gahabok itlug ku ko,testicular swelling,hiligaynon,active
gahabok itlug ku ko gid,testicular swelling,hiligaynon,active
gahabok kamot akon,hand swelling,hiligaynon,active
gahabok kamot akon gid,hand swelling,hiligaynon,active
gahabok kamot gid ko,hand swelling,hiligaynon,active
gahabok kamot ko,hand swelling,hiligaynon,active
gahabok kamot ko gid,hand swelling,hiligaynon,active
gahabok kamot man,hand swelling,hiligaynon,active
gahabok kamot subong,hand swelling,hiligaynon,active
gahabok kuko akon,nail swelling,hiligaynon,active
gahabok kuko akon gid,nail swelling,hiligaynon,active
gahabok kuko gid ko,nail swelling,hiligaynon,active
gahabok kuko ko,nail swelling,hiligaynon,active
gahabok kuko ko gid,nail swelling,hiligaynon,active
gahabok kuko man,nail swelling,hiligaynon,active
gahabok kuko subong,nail swelling,hiligaynon,active
gahabok lawas akon,body swelling,hiligaynon,active
gahabok lawas akon gid,body swelling,hiligaynon,active
gahabok lawas gid ko,body swelling,hiligaynon,active
gahabok lawas ko,body swelling,hiligaynon,active
gahabok lawas ko gid,body swelling,hiligaynon,active
gahabok lawas man,body swelling,hiligaynon,active
gahabok lawas subong,body swelling,hiligaynon,active
gahabok lawi akon,nape swelling,hiligaynon,active
gahabok lawi akon gid,nape swelling,hiligaynon,active
gahabok lawi gid ko,nape swelling,hiligaynon,active
gahabok lawi ko,nape swelling,hiligaynon,active
gahabok lawi ko gid,nape swelling,hiligaynon,active
gahabok lawi man,nape swelling,hiligaynon,active
gahabok lawi subong,nape swelling,hiligaynon,active
gahabok likod akon,back swelling,hiligaynon,active
gahabok likod akon gid,back swelling,hiligaynon,active
gahabok likod gid ko,back swelling,hiligaynon,active
gahabok likod ko,back swelling,hiligaynon,active
gahabok likod ko gid,back swelling,hiligaynon,active
gahabok likod man,back swelling,hiligaynon,active
gahabok likod subong,back swelling,hiligaynon,active
gahabok liog akon,neck swelling,hiligaynon,active
gahabok liog akon gid,neck swelling,hiligaynon,active
gahabok liog gid ko,neck swelling,hiligaynon,active
gahabok liog ko,neck swelling,hiligaynon,active
gahabok liog ko gid,neck swelling,hiligaynon,active
gahabok liog man,neck swelling,hiligaynon,active
gahabok liog subong,neck swelling,hiligaynon,active
gahabok mata akon,eye swelling,hiligaynon,active
gahabok mata akon gid,eye swelling,hiligaynon,active
gahabok mata gid ko,eye swelling,hiligaynon,active
gahabok mata ko,eye swelling,hiligaynon,active
gahabok mata ko gid,eye swelling,hiligaynon,active
gahabok mata man,eye swelling,hiligaynon,active
gahabok mata subong,eye swelling,hiligaynon,active
gahabok ngipon akon,tooth swelling,hiligaynon,active
gahabok ngipon akon gid,tooth swelling,hiligaynon,active
gahabok ngipon gid ko,tooth swelling,hiligaynon,active
gahabok ngipon ko,tooth swelling,hiligaynon,active
gahabok ngipon ko gid,tooth swelling,hiligaynon,active
gahabok ngipon man,tooth swelling,hiligaynon,active
gahabok ngipon subong,tooth swelling,hiligaynon,active
gahabok paa akon,foot swelling,hiligaynon,active
gahabok paa akon gid,foot swelling,hiligaynon,active
gahabok paa gid ko,foot swelling,hiligaynon,active
gahabok paa ko,foot swelling,hiligaynon,active
gahabok paa ko gid,foot swelling,hiligaynon,active
gahabok paa man,foot swelling,hiligaynon,active
gahabok paa subong,foot swelling,hiligaynon,active
gahabok pilas akon,wound swelling,hiligaynon,active
gahabok pilas akon gid,wound swelling,hiligaynon,active
gahabok pilas gid ko,wound swelling,hiligaynon,active
gahabok pilas ko,wound swelling,hiligaynon,active
gahabok pilas ko gid,wound swelling,hiligaynon,active
gahabok pilas man,wound swelling,hiligaynon,active
gahabok pilas subong,wound swelling,hiligaynon,active
gahabok pisngi akon,facial swelling,hiligaynon,active
gahabok pisngi akon gid,facial swelling,hiligaynon,active
gahabok pisngi gid ko,facial swelling,hiligaynon,active
gahabok pisngi ko,facial swelling,hiligaynon,active
gahabok pisngi ko gid,facial swelling,hiligaynon,active
gahabok pisngi man,facial swelling,hiligaynon,active
gahabok pisngi subong,facial swelling,hiligaynon,active
gahabok siko akon,elbow swelling,hiligaynon,active
gahabok siko akon gid,elbow swelling,hiligaynon,active
gahabok siko gid ko,elbow swelling,hiligaynon,active
gahabok siko ko,elbow swelling,hiligaynon,active
gahabok siko ko gid,elbow swelling,hiligaynon,active
gahabok siko man,elbow swelling,hiligaynon,active
gahabok siko subong,elbow swelling,hiligaynon,active
gahabok singit ako,groin swelling,hiligaynon,active
gahabok singit akon,groin swelling,hiligaynon,active
gahabok singit akon gid,groin swelling,hiligaynon,active
gahabok singit akon subong,groin swelling,hiligaynon,active
gahabok singit gid ko,groin swelling,hiligaynon,active
gahabok singit ko,groin swelling,hiligaynon,active
gahabok singit ko gid,groin swelling,hiligaynon,active
gahabok tadlong akon,forearm swelling,hiligaynon,active
gahabok tadlong akon gid,forearm swelling,hiligaynon,active
gahabok tadlong gid ko,forearm swelling,hiligaynon,active
gahabok tadlong ko,forearm swelling,hiligaynon,active
gahabok tadlong ko gid,forearm swelling,hiligaynon,active
gahabok tadlong man,forearm swelling,hiligaynon,active
gahabok tadlong subong,forearm swelling,hiligaynon,active
gahabok tagipusuon akon,heart swelling,hiligaynon,active
gahabok tagipusuon akon gid,heart swelling,hiligaynon,active
gahabok tagipusuon gid ko,heart swelling,hiligaynon,active
gahabok tagipusuon ko,heart swelling,hiligaynon,active
gahabok tagipusuon ko gid,heart swelling,hiligaynon,active
gahabok tagipusuon man,heart swelling,hiligaynon,active
gahabok tagipusuon subong,heart swelling,hiligaynon,active
gahabok tai akon,buttocks swelling,hiligaynon,active
gahabok tai akon gid,buttocks swelling,hiligaynon,active
gahabok tai gid ko,buttocks swelling,hiligaynon,active
gahabok tai ko,buttocks swelling,hiligaynon,active
gahabok tai ko gid,buttocks swelling,hiligaynon,active
gahabok tai man,buttocks swelling,hiligaynon,active
gahabok tai subong,buttocks swelling,hiligaynon,active
gahabok tiil akon,foot swelling,hiligaynon,active
gahabok tiil akon gid,foot swelling,hiligaynon,active
gahabok tiil gid ko,foot swelling,hiligaynon,active
gahabok tiil ko,foot swelling,hiligaynon,active
gahabok tiil ko gid,foot swelling,hiligaynon,active
gahabok tiil man,foot swelling,hiligaynon,active
gahabok tiil subong,foot swelling,hiligaynon,active
gahabok tikod akon,heel swelling,hiligaynon,active
gahabok tikod akon gid,heel swelling,hiligaynon,active
gahabok tikod gid ko,heel swelling,hiligaynon,active
gahabok tikod ko,heel swelling,hiligaynon,active
gahabok tikod ko gid,heel swelling,hiligaynon,active
gahabok tikod man,heel swelling,hiligaynon,active
gahabok tikod subong,heel swelling,hiligaynon,active
gahabok titi akon,breast swelling,hiligaynon,active
gahabok titi akon gid,breast swelling,hiligaynon,active
gahabok titi gid ko,breast swelling,hiligaynon,active
gahabok titi ko,breast swelling,hiligaynon,active
gahabok titi ko gid,breast swelling,hiligaynon,active
gahabok titi man,breast swelling,hiligaynon,active
gahabok titi subong,breast swelling,hiligaynon,active
gahabok tiyan akon,abdominal swelling,hiligaynon,active
gahabok tiyan akon gid,abdominal swelling,hiligaynon,active
gahabok tiyan gid ko,abdominal swelling,hiligaynon,active
gahabok tiyan ko,abdominal swelling,hiligaynon,active
gahabok tiyan ko gid,abdominal swelling,hiligaynon,active
gahabok tiyan man,abdominal swelling,hiligaynon,active
gahabok tiyan subong,abdominal swelling,hiligaynon,active
gahabok tudlo akon,finger swelling,hiligaynon,active
gahabok tudlo akon gid,finger swelling,hiligaynon,active
gahabok tudlo gid ko,finger swelling,hiligaynon,active
gahabok tudlo ko,finger swelling,hiligaynon,active
gahabok tudlo ko gid,finger swelling,hiligaynon,active
gahabok tudlo man,finger swelling,hiligaynon,active
gahabok tudlo subong,finger swelling,hiligaynon,active
gahabok tuhod akon,knee swelling,hiligaynon,active
gahabok tuhod akon gid,knee swelling,hiligaynon,active
gahabok tuhod gid ko,knee swelling,hiligaynon,active
gahabok tuhod ko,knee swelling,hiligaynon,active
gahabok tuhod ko gid,knee swelling,hiligaynon,active
gahabok tuhod man,knee swelling,hiligaynon,active
gahabok tuhod subong,knee swelling,hiligaynon,active
gahabok tungod acun,throat swelling,hiligaynon,active
gahabok tungod acun gid,throat swelling,hiligaynon,active
gahabok tungod akon,throat swelling,hiligaynon,active
gahabok tungod akon gid,throat swelling,hiligaynon,active
gahabok tungod gid ko,throat swelling,hiligaynon,active
gahabok tungod gid ku,throat swelling,hiligaynon,active
gahabok tungod ko,throat swelling,hiligaynon,active
gahabok tungod ko gid,throat swelling,hiligaynon,active
gahabok tungod ku,throat swelling,hiligaynon,active
gahabok tungod ku gid,throat swelling,hiligaynon,active
gahabok tungod man,throat swelling,hiligaynon,active
gahabok tungod subong,throat swelling,hiligaynon,active
gahabok tungtong akon,ankle swelling,hiligaynon,active
gahabok tungtong akon gid,ankle swelling,hiligaynon,active
gahabok tungtong gid ko,ankle swelling,hiligaynon,active
gahabok tungtong ko,ankle swelling,hiligaynon,active
gahabok tungtong ko gid,ankle swelling,hiligaynon,active
gahabok tungtong man,ankle swelling,hiligaynon,active
gahabok tungtong subong,ankle swelling,hiligaynon,active
gahabok ulo akon,head swelling,hiligaynon,active
gahabok ulo akon gid,head swelling,hiligaynon,active
gahabok ulo gid ko,head swelling,hiligaynon,active
gahabok ulo ko,head swelling,hiligaynon,active
gahabok ulo ko gid,head swelling,hiligaynon,active
gahabok ulo man,head swelling,hiligaynon,active
gahabok ulo subong,head swelling,hiligaynon,active
gahabok utok akon,brain swelling,hiligaynon,active
gahabok utok akon gid,brain swelling,hiligaynon,active
gahabok utok gid ko,brain swelling,hiligaynon,active
gahabok utok ko,brain swelling,hiligaynon,active
gahabok utok ko gid,brain swelling,hiligaynon,active
gahabok utok man,brain swelling,hiligaynon,active
gahabok utok subong,brain swelling,hiligaynon,active
gahapon gahika ko,cough,hiligaynon,active
gahapon gahubag tiyan ko,abdominal swelling,hiligaynon,active
gahapon galuya lawas ko,body weakness,hiligaynon,active
gahapon gasakit ulo ko,head pain,hiligaynon,active
gahapon ginadudul-om ko,diarrhea,hiligaynon,active
gahapon ginahilanat ko,fever,hiligaynon,active
gahapon may nana akon mata,eye infection,hiligaynon,active
gahapon may pilas ko sa kamot,hand wound,hiligaynon,active
gahhika ko,cough,hiligaynon,active
gahi ang liog,cervical spondylosis,hiligaynon,active
gahika ako,cough,hiligaynon,active
gahika gid ko,severe cough,hiligaynon,active
gahika ko,cough,hiligaynon,active
gahika ko 3 days na,cough,hiligaynon,active
gahika ko 3 ka adlaw,cough,hiligaynon,active
gahika ko 5 ka adlaw,cough,hiligaynon,active
gahika ko bag-o lang,cough,hiligaynon,active
gahika ko dugay na,cough,hiligaynon,active
gahika ko gahapon,cough,hiligaynon,active
gahika ko gid ko,cough,hiligaynon,active
gahika ko kagapon,cough,hiligaynon,active
gahika ko semana na,cough,hiligaynon,active
gahika ko subong lang,cough,hiligaynon,active
gahubag abaga akon,shoulder swelling,hiligaynon,active
gahubag abaga akon gid,shoulder swelling,hiligaynon,active
gahubag abaga gid ko,shoulder swelling,hiligaynon,active
gahubag abaga ko,shoulder swelling,hiligaynon,active
gahubag abaga ko gid,shoulder swelling,hiligaynon,active
gahubag abaga man,shoulder swelling,hiligaynon,active
gahubag abaga subong,shoulder swelling,hiligaynon,active
gahubag acun itlog,testicular swelling,hiligaynon,active
gahubag acun itlog ko,testicular swelling,hiligaynon,active
gahubag acun itlug,testicular swelling,hiligaynon,active
gahubag acun itlug ko,testicular swelling,hiligaynon,active
gahubag akon abaga,shoulder swelling,hiligaynon,active
gahubag akon ari,penile swelling,hiligaynon,active
gahubag akon ari ko,penile swelling,hiligaynon,active
gahubag akon ary,penile swelling,hiligaynon,active
gahubag akon ary ko,penile swelling,hiligaynon,active
gahubag akon atay,liver swelling,hiligaynon,active
gahubag akon awang,jaw swelling,hiligaynon,active
gahubag akon baba,lip swelling,hiligaynon,active
gahubag akon balat,skin swelling,hiligaynon,active
gahubag akon batiis,leg swelling,hiligaynon,active
gahubag akon bato,kidney swelling,hiligaynon,active
gahubag akon bayag,scrotal swelling,hiligaynon,active
gahubag akon baywang,waist swelling,hiligaynon,active
gahubag akon bilad,vaginal swelling,hiligaynon,active
gahubag akon bilad ko,vaginal swelling,hiligaynon,active
gahubag akon bilat,vaginal swelling,hiligaynon,active
gahubag akon bilat ko,vaginal swelling,hiligaynon,active
gahubag akon buhok,hair swelling,hiligaynon,active
gahubag akon bukong,forehead swelling,hiligaynon,active
gahubag akon buuk,arm swelling,hiligaynon,active
gahubag akon dalunggan,ear swelling,hiligaynon,active
gahubag akon dila,swollen tongue,hiligaynon,active
gahubag akon dughan,chest swelling,hiligaynon,active
gahubag akon ilong,nasal swelling,hiligaynon,active
gahubag akon itlog,testicular swelling,hiligaynon,active
gahubag akon itlog ko,testicular swelling,hiligaynon,active
gahubag akon itlog ku,testicular swelling,hiligaynon,active
gahubag akon itlug,testicular swelling,hiligaynon,active
gahubag akon itlug ko,testicular swelling,hiligaynon,active
gahubag akon itlug ku,testicular swelling,hiligaynon,active
gahubag akon kamot,hand swelling,hiligaynon,active
gahubag akon kuko,nail swelling,hiligaynon,active
gahubag akon lawas,body swelling,hiligaynon,active
gahubag akon lawi,nape swelling,hiligaynon,active
