entity,entity_type,normalized,status
Abnormal Morphology of the Shoulder Musculature,symptom,abnormal morphology of the shoulder musculature,active
Abnormal Morphology of the Vestibule of the Inner Ear,symptom,abnormal morphology of the vestibule of the inner ear,active
Abnormal Morphology of Ulna,symptom,abnormal morphology of ulna,active
Abnormal Motility of the Globe of the Eye,symptom,abnormal motility of the globe of the eye,active
Abnormal Motor Evoked Potentials,symptom,abnormal motor evoked potentials,active
Abnormal Motor Evoked Potentials in the Lower Limb,symptom,abnormal motor evoked potentials in the lower limb,active
Abnormal Motor Evoked Potentials in the Upper Limb,symptom,abnormal motor evoked potentials in the upper limb,active
Abnormal Motor Nerve Conduction Velocity,symptom,abnormal motor nerve conduction velocity,active
Abnormal Motor Neuron Morphology,symptom,abnormal motor neuron morphology,active
Abnormal Mouth,symptom,abnormal mouth,active
Abnormal Mouth Floor Morphology,symptom,abnormal mouth floor morphology,active
Abnormal Movement During Sleep,symptom,abnormal movement during sleep,active
Abnormal Movement of the Globe of the Eye,symptom,abnormal movement of the globe of the eye,active
Abnormal Mucociliary Clearance,symptom,abnormal mucociliary clearance,active
Abnormal Mucociliary Transport,symptom,abnormal mucociliary transport,active
Abnormal Multifocal Electroretinogram,symptom,abnormal multifocal electroretinogram,active
Abnormal Muscle Fiber Alpha Dystroglycan,symptom,abnormal muscle fiber alpha dystroglycan,active
Abnormal Muscle Fiber Alpha Sarcoglycan,symptom,abnormal muscle fiber alpha sarcoglycan,active
Abnormal Muscle Fiber Beta Sarcoglycan,symptom,abnormal muscle fiber beta sarcoglycan,active
Abnormal Muscle Fiber Calpain-3,symptom,abnormal muscle fiber calpain-3,active
Abnormal Muscle Fiber Delta Sarcoglycan,symptom,abnormal muscle fiber delta sarcoglycan,active
Abnormal Muscle Fiber Desmin,symptom,abnormal muscle fiber desmin,active
Abnormal Muscle Fiber Dysferlin,symptom,abnormal muscle fiber dysferlin,active
Abnormal Muscle Fiber Dystrophin Expression,symptom,abnormal muscle fiber dystrophin expression,active
Abnormal Muscle Fiber Emerin,symptom,abnormal muscle fiber emerin,active
Abnormal Muscle Fiber Gamma Sarcoglycan,symptom,abnormal muscle fiber gamma sarcoglycan,active
Abnormal Muscle Fiber Lamin A/C,symptom,abnormal muscle fiber lamin a/c,active
Abnormal Muscle Fiber Laminin Beta 1,symptom,abnormal muscle fiber laminin beta 1,active
Abnormal Muscle Fiber Merosin Expression,symptom,abnormal muscle fiber merosin expression,active
Abnormal Muscle Fiber Morphology,symptom,abnormal muscle fiber morphology,active
Abnormal Muscle Fiber Myotilin,symptom,abnormal muscle fiber myotilin,active
Abnormal Muscle Fiber Protein Expression,symptom,abnormal muscle fiber protein expression,active
Abnormal Muscle Fiber Valosin-containing Protein,symptom,abnormal muscle fiber valosin-containing protein,active
Abnormal Muscle Fiber-type Distribution,symptom,abnormal muscle fiber-type distribution,active
Abnormal Muscle Fibre Alpha Dystroglycan,symptom,abnormal muscle fibre alpha dystroglycan,active
Abnormal Muscle Fibre Alpha Sarcoglycan,symptom,abnormal muscle fibre alpha sarcoglycan,active
Abnormal Muscle Fibre Beta Sarcoglycan,symptom,abnormal muscle fibre beta sarcoglycan,active
Abnormal Muscle Fibre Calpain-3,symptom,abnormal muscle fibre calpain-3,active
Abnormal Muscle Fibre Delta Sarcoglycan,symptom,abnormal muscle fibre delta sarcoglycan,active
Abnormal Muscle Fibre Desmin,symptom,abnormal muscle fibre desmin,active
Abnormal Muscle Fibre Dysferlin,symptom,abnormal muscle fibre dysferlin,active
Abnormal Muscle Fibre Dystrophin Expression,symptom,abnormal muscle fibre dystrophin expression,active
Abnormal Muscle Fibre Emerin,symptom,abnormal muscle fibre emerin,active
Abnormal Muscle Fibre Gamma Sarcoglycan,symptom,abnormal muscle fibre gamma sarcoglycan,active
Abnormal Muscle Fibre Lamin A/C,symptom,abnormal muscle fibre lamin a/c,active
Abnormal Muscle Fibre Laminin Beta 1,symptom,abnormal muscle fibre laminin beta 1,active
Abnormal Muscle Fibre Merosin Expression,symptom,abnormal muscle fibre merosin expression,active
Abnormal Muscle Fibre Morphology,symptom,abnormal muscle fibre morphology,active
Abnormal Muscle Fibre Myotilin,symptom,abnormal muscle fibre myotilin,active
Abnormal Muscle Fibre Protein Expression,symptom,abnormal muscle fibre protein expression,active
Abnormal Muscle Fibre Valosin-containing Protein,symptom,abnormal muscle fibre valosin-containing protein,active
Abnormal Muscle Glycogen Content,symptom,abnormal muscle glycogen content,active
Abnormal Muscle Morphology,symptom,abnormal muscle morphology,active
Abnormal Muscle Physiology,symptom,abnormal muscle physiology,active
Abnormal Muscle Succinate Dehydrogenase Staining,symptom,abnormal muscle succinate dehydrogenase staining,active
Abnormal Muscle Tissue Enzyme Activity or Level,symptom,abnormal muscle tissue enzyme activity or level,active
Abnormal Muscle Tissue Metabolite Concentration,symptom,abnormal muscle tissue metabolite concentration,active
Abnormal Muscle Tone,symptom,abnormal muscle tone,active
Abnormal Musculoskeletal Physiology,symptom,abnormal musculoskeletal physiology,active
Abnormal Myelination,symptom,abnormal myelination,active
Abnormal Myeloid Cell Morphology,symptom,abnormal myeloid cell morphology,active
Abnormal Myeloid Leukocyte Morphology,symptom,abnormal myeloid leukocyte morphology,active
Abnormal Myocardium Morphology,symptom,abnormal myocardium morphology,active
Abnormal Nail Attachment,symptom,abnormal nail attachment,active
Abnormal Nail Growth,symptom,abnormal nail growth,active
Abnormal Nail Morphology,symptom,abnormal nail morphology,active
Abnormal Nail Shape,symptom,abnormal nail shape,active
Abnormal Nail Surface,symptom,abnormal nail surface,active
Abnormal Naive B Cell Proportion,symptom,abnormal naive b cell proportion,active
Abnormal Naive CD4+ T Cell Proportion,symptom,abnormal naive cd4+ t cell proportion,active
Abnormal Naive CD4-positive T Cell Proportion,symptom,abnormal naive cd4-positive t cell proportion,active
Abnormal Naive CD8+ T Cell Proportion,symptom,abnormal naive cd8+ t cell proportion,active
Abnormal Naive T Cell Proportion,symptom,abnormal naive t cell proportion,active
Abnormal Naris Morphology,symptom,abnormal naris morphology,active
Abnormal Nasal Base,symptom,abnormal nasal base,active
Abnormal Nasal Base Norphology,symptom,abnormal nasal base norphology,active
Abnormal Nasal Bone Morphology,symptom,abnormal nasal bone morphology,active
Abnormal Nasal Bridge Morphology,symptom,abnormal nasal bridge morphology,active
Abnormal Nasal Cartilage Morphology,symptom,abnormal nasal cartilage morphology,active
Abnormal Nasal Cavity Morphology,symptom,abnormal nasal cavity morphology,active
Abnormal Nasal Dorsum Morphology,symptom,abnormal nasal dorsum morphology,active
Abnormal Nasal Hair Morphology,symptom,abnormal nasal hair morphology,active
Abnormal Nasal Morphology,symptom,abnormal nasal morphology,active
Abnormal Nasal Mucosa Morphology,symptom,abnormal nasal mucosa morphology,active
Abnormal Nasal Mucus Secretion,symptom,abnormal nasal mucus secretion,active
Abnormal Nasal Septum Morphology,symptom,abnormal nasal septum morphology,active
Abnormal Nasal Skeleton Morphology,symptom,abnormal nasal skeleton morphology,active
Abnormal Nasal Tip Morphology,symptom,abnormal nasal tip morphology,active
Abnormal Nasolabial Region Morphology,symptom,abnormal nasolabial region morphology,active
Abnormal Nasolacrimal System Morphology,symptom,abnormal nasolacrimal system morphology,active
Abnormal Nasopharyngeal Adenoid Morphology,symptom,abnormal nasopharyngeal adenoid morphology,active
Abnormal Nasopharynx Morphology,symptom,abnormal nasopharynx morphology,active
Abnormal Natural Killer Cell Morphology,symptom,abnormal natural killer cell morphology,active
Abnormal Natural Killer Cell Physiology,symptom,abnormal natural killer cell physiology,active
Abnormal Natural Killer Subset Distribution,symptom,abnormal natural killer subset distribution,active
Abnormal Navel,symptom,abnormal navel,active
Abnormal Neck Blood Vessel Morphology,symptom,abnormal neck blood vessel morphology,active
Abnormal Neck Curve,symptom,abnormal neck curve,active
Abnormal Neck Morphology,symptom,abnormal neck morphology,active
Abnormal Neck of Thigh Bone,symptom,abnormal neck of thigh bone,active
Abnormal Neck or Head of Thigh Bone,symptom,abnormal neck or head of thigh bone,active
Abnormal Neck Physiology,symptom,abnormal neck physiology,active
Abnormal Neoplastic Cell Morphology,symptom,abnormal neoplastic cell morphology,active
Abnormal Nephron Morphology,symptom,abnormal nephron morphology,active
Abnormal Nerve Conduction,symptom,abnormal nerve conduction,active
Abnormal Nerve Conduction Study,symptom,abnormal nerve conduction study,active
Abnormal Nerve Conduction Velocities,symptom,abnormal nerve conduction velocities,active
Abnormal Nerve Conduction Velocity,symptom,abnormal nerve conduction velocity,active
Abnormal Nervous System Electrophysiology,symptom,abnormal nervous system electrophysiology,active
Abnormal Nervous System Morphology,symptom,abnormal nervous system morphology,active
Abnormal Nervous System Physiology,symptom,abnormal nervous system physiology,active
Abnormal Neural Tube Morphology,symptom,abnormal neural tube morphology,active
Abnormal Neurilemmal Cell Morphology,symptom,abnormal neurilemmal cell morphology,active
Abnormal Neurilemmocyte Morphology,symptom,abnormal neurilemmocyte morphology,active
Abnormal Neuron Branching,symptom,abnormal neuron branching,active
Abnormal Neuron Morphology,symptom,abnormal neuron morphology,active
Abnormal Neuron Shape,symptom,abnormal neuron shape,active
Abnormal Neuronal Branching,symptom,abnormal neuronal branching,active
Abnormal Neuronal Migration,symptom,abnormal neuronal migration,active
Abnormal Neuronal Morphology,symptom,abnormal neuronal morphology,active
Abnormal Neutrophil Cell Number,symptom,abnormal neutrophil cell number,active
Abnormal Neutrophil Count,symptom,abnormal neutrophil count,active
Abnormal Neutrophil Morphology,symptom,abnormal neutrophil morphology,active
Abnormal Neutrophil Physiology,symptom,abnormal neutrophil physiology,active
Abnormal Nipple Discharge,symptom,abnormal nipple discharge,active
Abnormal Nipple Morphology,symptom,abnormal nipple morphology,active
Abnormal NK Cell Count,symptom,abnormal nk cell count,active
Abnormal NK Cell Physiology,symptom,abnormal nk cell physiology,active
Abnormal NK Cells,symptom,abnormal nk cells,active
Abnormal Nonverbal Communicative Behavior,symptom,abnormal nonverbal communicative behavior,active
Abnormal Nose Morphology,symptom,abnormal nose morphology,active
Abnormal Nostril Morphology,symptom,abnormal nostril morphology,active
Abnormal Number of Adult Teeth,symptom,abnormal number of adult teeth,active
Abnormal Number of Alpha Granules,symptom,abnormal number of alpha granules,active
Abnormal Number of B Cells,symptom,abnormal number of b cells,active
Abnormal Number of Dense Granules,symptom,abnormal number of dense granules,active
Abnormal Number of Erythroid Precursors,symptom,abnormal number of erythroid precursors,active
Abnormal Number of Front Teeth,symptom,abnormal number of front teeth,active
Abnormal Number of Granulocyte Precursors,symptom,abnormal number of granulocyte precursors,active
Abnormal Number of Hair Swirls,symptom,abnormal number of hair swirls,active
Abnormal Number of Hair Whorls,symptom,abnormal number of hair whorls,active
Abnormal Number of Incisors,symptom,abnormal number of incisors,active
Abnormal Number of Lymphocytes,symptom,abnormal number of lymphocytes,active
Abnormal Number of Natural Killer Cells,symptom,abnormal number of natural killer cells,active
Abnormal Number of Permanent Teeth,symptom,abnormal number of permanent teeth,active
Abnormal Number of Secondary Dentition,symptom,abnormal number of secondary dentition,active
Abnormal Number of T Cells,symptom,abnormal number of t cells,active
Abnormal Number of Teeth,symptom,abnormal number of teeth,active
Abnormal Number of Tubercles,symptom,abnormal number of tubercles,active
Abnormal Number of Vertebrae,symptom,abnormal number of vertebrae,active
Abnormal Numbers of B Cells,symptom,abnormal numbers of b cells,active
Abnormal Numbers of Lymphocytes,symptom,abnormal numbers of lymphocytes,active
Abnormal O2 Blood Concentration,symptom,abnormal o2 blood concentration,active
Abnormal O2 Level in Cord Blood,symptom,abnormal o2 level in cord blood,active
Abnormal Oblique Muscle Physiology,symptom,abnormal oblique muscle physiology,active
Abnormal Occipital Bone Morphology,symptom,abnormal occipital bone morphology,active
Abnormal Occipitofrontal Diameter,symptom,abnormal occipitofrontal diameter,active
Abnormal OCT-measured Foveal Thickness,symptom,abnormal oct-measured foveal thickness,active
Abnormal OCT-measured Macular Thickness,symptom,abnormal oct-measured macular thickness,active
Abnormal Ocular Adnexa Morphology,symptom,abnormal ocular adnexa morphology,active
Abnormal Ocular Adnexa Physiology,symptom,abnormal ocular adnexa physiology,active
