symptom_key,aliases,display_name,category,tip_1,tip_2,tip_3,tip_4,when_to_seek_care,resource_label,resource_url,active
fiesta_wrist_twinge,fiesta sakit pulso konti|fiesta wrist_twinge|fiesta wrist twinge,Fiesta wrist twinge,musculoskeletal,Neutral wrist; rest from repetitive tasks; ice if sore.,For fiesta wrist twinge: ice briefly with a cloth barrier if swollen; heat later for stiffness if preferred.,Keep gentle movement within comfort so stiffness does not set in.,Return to activity gradually once sharp pain settles.,"Seek care for inability to bear weight, numbness/weakness, deformity, or no improvement after several days.",NHS: Sprains and strains,https://www.nhs.uk/conditions/sprains-and-strains/,1
fiesta_finger_stiff,fiesta naninigas daliri|fiesta finger_stiff|fiesta finger stiffness,Fiesta finger stiffness,musculoskeletal,Gentle fist open-close; warm water soak; avoid forced cracking.,For fiesta finger stiffness: ice briefly with a cloth barrier if swollen; heat later for stiffness if preferred.,Keep gentle movement within comfort so stiffness does not set in.,Return to activity gradually once sharp pain settles.,"Seek care for inability to bear weight, numbness/weakness, deformity, or no improvement after several days.",NHS: Flatulence / IBS,https://www.nhs.uk/conditions/flatulence/,1
fiesta_knee_click_ache,fiesta putok tuhod sakit|fiesta knee_click_ache|fiesta knee click ache,Fiesta knee click ache,musculoskeletal,Reduce deep squats briefly; ice after activity; supportive shoes.,For fiesta knee click ache: ice briefly with a cloth barrier if swollen; heat later for stiffness if preferred.,Keep gentle movement within comfort so stiffness does not set in.,Return to activity gradually once sharp pain settles.,"Seek care for inability to bear weight, numbness/weakness, deformity, or no improvement after several days.",Philippine Pediatric Society (PPS),https://pps.org.ph/,1
fiesta_heel_rub,fiesta hapdi sakong|fiesta heel_rub|fiesta heel rub,Fiesta heel rub,first_aid,Tape early; better socks/shoes; keep skin clean if blistered.,For fiesta heel rub: clean gently with clean water and pat dry.,Cover with a clean dressing if the skin is open.,"Check daily for spreading redness, pus, or fever.","Seek care for uncontrolled bleeding, deep wounds, infection signs, or bites needing assessment.",NHS: Sprains and strains / joint pain,https://www.nhs.uk/conditions/sprains-and-strains/,1
fiesta_arch_tired,fiesta pagod arko paa|fiesta arch_tired|fiesta tired foot arch,Fiesta tired foot arch,musculoskeletal,Elevate; supportive shoes; gentle towel-scrunch exercises.,For fiesta tired foot arch: ice briefly with a cloth barrier if swollen; heat later for stiffness if preferred.,Keep gentle movement within comfort so stiffness does not set in.,Return to activity gradually once sharp pain settles.,"Seek care for inability to bear weight, numbness/weakness, deformity, or no improvement after several days.",NHS: Sprains and strains / joint pain,https://www.nhs.uk/conditions/sprains-and-strains/,1
fiesta_calf_tight,fiesta higpit betis|fiesta calf_tight|fiesta tight calf,Fiesta tight calf,musculoskeletal,Gentle stretch after warm-up; hydrate; ease sudden hills/sprints.,For fiesta tight calf: ice briefly with a cloth barrier if swollen; heat later for stiffness if preferred.,Keep gentle movement within comfort so stiffness does not set in.,Return to activity gradually once sharp pain settles.,"Seek care for inability to bear weight, numbness/weakness, deformity, or no improvement after several days.",WHO: Health topics,https://www.who.int/health-topics,1
fiesta_hip_pinch,fiesta hapdi balakang|fiesta hip_pinch|fiesta hip pinch,Fiesta hip pinch,musculoskeletal,Stand breaks; avoid end-range forcing; pillow support when sleeping.,For fiesta hip pinch: ice briefly with a cloth barrier if swollen; heat later for stiffness if preferred.,Keep gentle movement within comfort so stiffness does not set in.,Return to activity gradually once sharp pain settles.,"Seek care for inability to bear weight, numbness/weakness, deformity, or no improvement after several days.",NHS: Sprains and strains / joint pain,https://www.nhs.uk/conditions/sprains-and-strains/,1
fiesta_si_ache,fiesta sakit si joint mild|fiesta si_ache|fiesta SI-area ache,Fiesta SI-area ache,musculoskeletal,Avoid asymmetric loads; short walks; heat for stiffness.,For fiesta si-area ache: ice briefly with a cloth barrier if swollen; heat later for stiffness if preferred.,Keep gentle movement within comfort so stiffness does not set in.,Return to activity gradually once sharp pain settles.,"Seek care for inability to bear weight, numbness/weakness, deformity, or no improvement after several days.",FDA Philippines,https://www.fda.gov.ph/,1
fiesta_skin_flush,fiesta pamumula balat|fiesta skin_flush|fiesta skin flush,Fiesta skin flush,skin,Cool environment; loose clothes; note heat/spice/alcohol triggers.,For fiesta skin flush: use fragrance-free moisturizer on intact dry skin.,Wear loose breathable clothing over the irritated area.,Do not share towels while the skin is inflamed.,"Seek care for spreading redness, pus, fever, facial/genital involvement, or no improvement in 1–2 weeks.",NHS: Common cold,https://www.nhs.uk/conditions/common-cold/,1
fiesta_itch_patch,fiesta kati patch|fiesta itch_patch|fiesta itchy skin patch,Fiesta itchy skin patch,skin,Do not scratch; moisturizer; cool compress; short nails.,For fiesta itchy skin patch: use fragrance-free moisturizer on intact dry skin.,Wear loose breathable clothing over the irritated area.,Do not share towels while the skin is inflamed.,"Seek care for spreading redness, pus, fever, facial/genital involvement, or no improvement in 1–2 weeks.",Cleveland Clinic: Health Library,https://my.clevelandclinic.org/health,1
fiesta_sweat_sting,fiesta hapdi pawis|fiesta sweat_sting|fiesta sweat sting on skin,Fiesta sweat sting on skin,skin,Rinse sweat; dry folds; breathable fabrics.,For fiesta sweat sting on skin: use fragrance-free moisturizer on intact dry skin.,Wear loose breathable clothing over the irritated area.,Do not share towels while the skin is inflamed.,"Seek care for spreading redness, pus, fever, facial/genital involvement, or no improvement in 1–2 weeks.",NHS: Skin conditions A–Z,https://www.nhs.uk/conditions/,1
fiesta_chafed_thigh,fiesta gasgas hita|fiesta chafed_thigh|fiesta thigh chafe,Fiesta thigh chafe,skin,Barrier balm; moisture-wicking shorts; change damp clothes.,For fiesta thigh chafe: use fragrance-free moisturizer on intact dry skin.,Wear loose breathable clothing over the irritated area.,Do not share towels while the skin is inflamed.,"Seek care for spreading redness, pus, fever, facial/genital involvement, or no improvement in 1–2 weeks.",Cleveland Clinic: Health Library,https://my.clevelandclinic.org/health,1
fiesta_mosquito_cluster,fiesta maraming kagat lamok|fiesta mosquito_cluster|fiesta many mosquito bites,Fiesta many mosquito bites,skin,Cool compress; avoid scratching; repellent/nets going forward.,For fiesta many mosquito bites: use fragrance-free moisturizer on intact dry skin.,Wear loose breathable clothing over the irritated area.,Do not share towels while the skin is inflamed.,"Seek care for spreading redness, pus, fever, facial/genital involvement, or no improvement in 1–2 weeks.",NHS: Conditions A–Z,https://www.nhs.uk/conditions/,1
fiesta_ant_bite_cluster,fiesta kagat langgam|fiesta ant_bite_cluster|fiesta ant bites,Fiesta ant bites,skin,Wash; cool compress; anti-itch lotion if suitable.,For fiesta ant bites: use fragrance-free moisturizer on intact dry skin.,Wear loose breathable clothing over the irritated area.,Do not share towels while the skin is inflamed.,"Seek care for spreading redness, pus, fever, facial/genital involvement, or no improvement in 1–2 weeks.",NHS: Skin conditions A–Z,https://www.nhs.uk/conditions/,1
fiesta_bee_near_anxiety,fiesta takot bubuyog|fiesta bee_near_anxiety|fiesta bee-near anxiety,Fiesta bee-near anxiety,mental_health,Move calmly away; slow breathing; seek care only if stung with severe symptoms.,For fiesta bee-near anxiety: talk with a trusted person; limit alcohol.,Use slow breathing for 2–3 minutes during peaks.,Break tasks into small steps and ask for practical help.,"Seek urgent help for thoughts of self-harm, inability to stay safe, or severe new chest pain with panic.",NHS: Conditions A–Z,https://www.nhs.uk/conditions/,1
fiesta_dehydrate_thirst,fiesta uhaw dehydr|fiesta dehydrate_thirst|fiesta strong thirst,Fiesta strong thirst,general,Sip water or ORS steadily; rest in shade if hot.,For fiesta strong thirst: track symptoms in a simple note for your clinician.,Use only labeled remedies appropriate for your age and conditions.,Avoid sharing prescription medicines meant for someone else.,"Seek care if symptoms worsen, you become unsure, or red-flag signs appear — you may see a clinician anytime.",CDC: Extreme heat / rehydration,https://www.cdc.gov/extreme-heat/prevention/index.html,1
fiesta_heat_flush,fiesta init katawan|fiesta heat_flush|fiesta heat flush,Fiesta heat flush,general,Cool place; loosen clothes; sip fluids; seek urgent care if confused.,For fiesta heat flush: track symptoms in a simple note for your clinician.,Use only labeled remedies appropriate for your age and conditions.,Avoid sharing prescription medicines meant for someone else.,"Seek care if symptoms worsen, you become unsure, or red-flag signs appear — you may see a clinician anytime.",DOH Philippines,https://doh.gov.ph/,1
fiesta_chill_shiver,fiesta giniginaw mild|fiesta chill_shiver|fiesta mild chills,Fiesta mild chills,general,Light layers; warm fluids; check temperature; rest.,For fiesta mild chills: track symptoms in a simple note for your clinician.,Use only labeled remedies appropriate for your age and conditions.,Avoid sharing prescription medicines meant for someone else.,"Seek care if symptoms worsen, you become unsure, or red-flag signs appear — you may see a clinician anytime.",NHS: Conditions A to Z,https://www.nhs.uk/conditions/,1
fiesta_low_energy,fiesta walang energy|fiesta low_energy|fiesta low energy,Fiesta low energy,general,Short rest; balanced snack; protect sleep; light outdoor walk if able.,For fiesta low energy: track symptoms in a simple note for your clinician.,Use only labeled remedies appropriate for your age and conditions.,Avoid sharing prescription medicines meant for someone else.,"Seek care if symptoms worsen, you become unsure, or red-flag signs appear — you may see a clinician anytime.",MedlinePlus: Health Topics,https://medlineplus.gov/healthtopics.html,1
fiesta_brain_fog,fiesta malabo isip|fiesta brain_fog|fiesta brain fog,Fiesta brain fog,mental_health,Hydrate; short break outdoors; reduce multitasking; sleep priority.,For fiesta brain fog: talk with a trusted person; limit alcohol.,Use slow breathing for 2–3 minutes during peaks.,Break tasks into small steps and ask for practical help.,"Seek urgent help for thoughts of self-harm, inability to stay safe, or severe new chest pain with panic.",NHS: Tiredness and fatigue,https://www.nhs.uk/conditions/tiredness-and-fatigue/,1
fiesta_irritable_mood,fiesta iritable|fiesta irritable_mood|fiesta irritable mood,Fiesta irritable mood,mental_health,Pause before reacting; snack/water/sleep check; short walk.,For fiesta irritable mood: talk with a trusted person; limit alcohol.,Use slow breathing for 2–3 minutes during peaks.,Break tasks into small steps and ask for practical help.,"Seek urgent help for thoughts of self-harm, inability to stay safe, or severe new chest pain with panic.",WHO: Health topics,https://www.who.int/health-topics,1
fiesta_worry_loop,fiesta alala loop|fiesta worry_loop|fiesta worry loop,Fiesta worry loop,mental_health,Write worries down; 4-6 breathing; talk to a trusted person.,For fiesta worry loop: talk with a trusted person; limit alcohol.,Use slow breathing for 2–3 minutes during peaks.,Break tasks into small steps and ask for practical help.,"Seek urgent help for thoughts of self-harm, inability to stay safe, or severe new chest pain with panic.",WHO: Health topics,https://www.who.int/health-topics,1
fiesta_social_drain,fiesta pagod makipagusap|fiesta social_drain|fiesta social drain,Fiesta social drain,mental_health,Schedule quiet recovery time; shorten next social block; rest voice.,For fiesta social drain: talk with a trusted person; limit alcohol.,Use slow breathing for 2–3 minutes during peaks.,Break tasks into small steps and ask for practical help.,"Seek urgent help for thoughts of self-harm, inability to stay safe, or severe new chest pain with panic.",NHS: Mental health,https://www.nhs.uk/mental-health/,1
