local_term,english_translation,category,medical_keyword,severity,body_system
may kasakit sa dughan ko po,chest pain,pain,chest pain,severe,cardiovascular
masakit dibdib sobra gid ako,chest pain,pain,chest pain,severe,cardiovascular
feel ko nga may kasakit sa dughan ko malala gid gid ako,chest pain,pain,chest pain,severe,cardiovascular
sige ko may kasakit sa dughan ko subong,chest pain,pain,chest pain,severe,cardiovascular
amuni sakit dughan ko pirmi na gid,chest pain,pain,chest pain,severe,cardiovascular
"dok, masakit dughan grabeh gid ako",chest pain,pain,chest pain,severe,cardiovascular
naggapigos dughan,chest pain,pain,chest pain,severe,cardiovascular
"doc, grabe sakit dughan ko ko",chest pain,pain,chest pain,severe,cardiovascular
may masakit dughan,chest pain,pain,chest pain,severe,cardiovascular
sige ko masakit dibdib gid gid ako,chest pain,pain,chest pain,severe,cardiovascular
"doc, masakit dibdib sobra man",chest pain,pain,chest pain,severe,cardiovascular
basin sakit dughan ko pirmi subong,chest pain,pain,chest pain,severe,cardiovascular
sige ko ga pito dughan ko subong,chest pain,pain,chest pain,severe,cardiovascular
may ara ko nga sakit dughan ko halin sang gabii na gid,chest pain,pain,chest pain,severe,cardiovascular
may masakit dibdib,chest pain,pain,chest pain,severe,cardiovascular
feel ko nga ga pito dughan ko,chest pain,pain,chest pain,severe,cardiovascular
complain ko kay sakit dughan ko karon bah,chest pain,pain,chest pain,severe,cardiovascular
May kasaket sa dughan ko subong,chest pain,pain,chest pain,severe,cardiovascular
naghapdi dughan,chest pain,pain,chest pain,severe,cardiovascular
feel ko nga ga pito dughan ko gid,chest pain,pain,chest pain,severe,cardiovascular
complain ko kay may kasakit sa dughan ko ko,chest pain,pain,chest pain,severe,cardiovascular
complain ko kay sakit dughan ko pirmi ako,chest pain,pain,chest pain,severe,cardiovascular
complain ko kay ga pito dughan ko daw malala bah,chest pain,pain,chest pain,severe,cardiovascular
may ara ko nga grabe sakit dughan ko subong,chest pain,pain,chest pain,severe,cardiovascular
sakit dughan ko since kagapon subong,chest pain,pain,chest pain,severe,cardiovascular
daw sakit dughan ko subong na gid,chest pain,pain,chest pain,severe,cardiovascular
"doc, masakit dughan dako gid ko",chest pain,pain,chest pain,severe,cardiovascular
basin ga pito dughan ko ako,chest pain,pain,chest pain,severe,cardiovascular
daw grabe sakit dughan ko gid,chest pain,pain,chest pain,severe,cardiovascular
may kasakit sa dughan ko na gid,chest pain,pain,chest pain,severe,cardiovascular
daw ga pito dughan ko subong,chest pain,pain,chest pain,severe,cardiovascular
"dok, ga pito dughan ko subong",chest pain,pain,chest pain,severe,cardiovascular
naga pito dughan ko,chest pain,pain,chest pain,severe,cardiovascular
"doc, may kasakit sa dughan ko ko",chest pain,pain,chest pain,severe,cardiovascular
amuni sakit sang dughan grabe ako,chest pain,pain,chest pain,severe,cardiovascular
sakit dughan ko sige,chest pain,pain,chest pain,severe,cardiovascular
masakit dibdib gid ko,chest pain,pain,chest pain,severe,cardiovascular
nagsakit sang dughan,chest pain,pain,chest pain,severe,cardiovascular
"doktor, may kasakit sa dughan ko gid",chest pain,pain,chest pain,severe,cardiovascular
complain ko kay grabe sakit dughan ko ko,chest pain,pain,chest pain,severe,cardiovascular
masaket dibdib,chest pain,pain,chest pain,severe,cardiovascular
ga pito dughan ko talaga,chest pain,pain,chest pain,severe,cardiovascular
may ara ko nga sakit dughan ko kagapon na gid,chest pain,pain,chest pain,severe,cardiovascular
sakit sang duhan,chest pain,pain,chest pain,severe,cardiovascular
may chest pain ko,chest pain,pain,chest pain,severe,cardiovascular
masakit dughan na gid,chest pain,pain,chest pain,severe,cardiovascular
"doktor, sakit dughan daw malala gid ako",chest pain,pain,chest pain,severe,cardiovascular
pareho sakit dughan ko subong subong,chest pain,pain,chest pain,severe,cardiovascular
chest pain talaga,chest pain,pain,chest pain,severe,cardiovascular
"doktor, sakit dughan ko since kagapon ko",chest pain,pain,chest pain,severe,cardiovascular
amuni may kasakit sa dughan ko ko,chest pain,pain,chest pain,severe,cardiovascular
"doc, sakit dughan ko karon na gid",chest pain,pain,chest pain,severe,cardiovascular
"dok, may kasakit sa dughan ko bah",chest pain,pain,chest pain,severe,cardiovascular
may kasakit sa dughan ko gid ko,chest pain,pain,chest pain,severe,cardiovascular
may kasakit sa dughan ko man,chest pain,pain,chest pain,severe,cardiovascular
gakurot dughan,chest pain,pain,chest pain,severe,cardiovascular
amuni sakit dughan ko halin sang gabii subong,chest pain,pain,chest pain,severe,cardiovascular
pareho masakit dibdib grabe gid ko,chest pain,pain,chest pain,severe,cardiovascular
"doc, sakit dughan ko karon subong",chest pain,pain,chest pain,severe,cardiovascular
hapdi dughan,chest pain,pain,chest pain,severe,cardiovascular
sakit dughan ko halin sang gabii ako,chest pain,pain,chest pain,severe,cardiovascular
masakit dughan po,chest pain,pain,chest pain,severe,cardiovascular
grabe sakit dughan ko gid ako,chest pain,pain,chest pain,severe,cardiovascular
may kasakit sa dughan ko talaga,chest pain,pain,chest pain,severe,cardiovascular
daw may kasakit sa dughan ko na gid,chest pain,pain,chest pain,severe,cardiovascular
pareho ga pito dughan ko sing malala na gid,chest pain,pain,chest pain,severe,cardiovascular
"doktor, masakit dibdib dako gid subong",chest pain,pain,chest pain,severe,cardiovascular
ga pito dughan ko bah,chest pain,pain,chest pain,severe,cardiovascular
complain ko kay may kasakit sa dughan ko ako,chest pain,pain,chest pain,severe,cardiovascular
masakit dibdib man,chest pain,pain,chest pain,severe,cardiovascular
sige ko grabe sakit dughan ko gid ako,chest pain,pain,chest pain,severe,cardiovascular
complain ko kay grabe sakit dughan ko gid,chest pain,pain,chest pain,severe,cardiovascular
feel ko nga may kasakit sa dughan ko,chest pain,pain,chest pain,severe,cardiovascular
pareho ga pito dughan ko daw malala na gid,chest pain,pain,chest pain,severe,cardiovascular
feel ko nga ga pito dughan ko gid ko,chest pain,pain,chest pain,severe,cardiovascular
daw grabe sakit dughan ko subong,chest pain,pain,chest pain,severe,cardiovascular
sakit dughan talaga,chest pain,pain,chest pain,severe,cardiovascular
sakit sang dughan gid ko,chest pain,pain,chest pain,severe,cardiovascular
gapigos dughan subong,chest pain,pain,chest pain,severe,cardiovascular
daw masakit dughan grabe gid ko,chest pain,pain,chest pain,severe,cardiovascular
gapigos dughan gid,chest pain,pain,chest pain,severe,cardiovascular
"dok, ga pito dughan ko bah",chest pain,pain,chest pain,severe,cardiovascular
complain ko kay grabe sakit dughan ko na gid,chest pain,pain,chest pain,severe,cardiovascular
sakit dughan / chest pain,chest pain,pain,chest pain,severe,cardiovascular
Gapigos gid dughan ko,chest pain,pain,chest pain,severe,cardiovascular
chest pain ko,chest pain,pain,chest pain,severe,cardiovascular
chest pain man,chest pain,pain,chest pain,severe,cardiovascular
"dok, masakit dughan grabe",chest pain,pain,chest pain,severe,cardiovascular
daw sakit sang dughan daw malala gid ako,chest pain,pain,chest pain,severe,cardiovascular
gakurot dughan subong,chest pain,pain,chest pain,severe,cardiovascular
complain ko kay may kasakit sa dughan ko,chest pain,pain,chest pain,severe,cardiovascular
chest pain bah,chest pain,pain,chest pain,severe,cardiovascular
"dok, ga pito dughan ko na gid",chest pain,pain,chest pain,severe,cardiovascular
sakit dughan gid,chest pain,pain,chest pain,severe,cardiovascular
sakit sang dughan gid,chest pain,pain,chest pain,severe,cardiovascular
pareho ga pito dughan ko grabe man,chest pain,pain,chest pain,severe,cardiovascular
sakit sang dughan talaga,chest pain,pain,chest pain,severe,cardiovascular
"doc, masakit dibdib malala gid na gid",chest pain,pain,chest pain,severe,cardiovascular
may ara ko nga grabe sakit dughan ko bah,chest pain,pain,chest pain,severe,cardiovascular
sakit sang dughan bah,chest pain,pain,chest pain,severe,cardiovascular
"doktor, sakit dughan ko pirmi bah",chest pain,pain,chest pain,severe,cardiovascular
sige ko may kasakit sa dughan ko sobra subong,chest pain,pain,chest pain,severe,cardiovascular
pareho masakit dibdib sing malala subong,chest pain,pain,chest pain,severe,cardiovascular
"doc, sakit sang dughan sobra gid ako",chest pain,pain,chest pain,severe,cardiovascular
daw sakit dughan ko halin sang gabii gid,chest pain,pain,chest pain,severe,cardiovascular
"doc, masakit dibdib dako gid na gid",chest pain,pain,chest pain,severe,cardiovascular
masakit dibdib subong,chest pain,pain,chest pain,severe,cardiovascular
sige ko may kasakit sa dughan ko ko,chest pain,pain,chest pain,severe,cardiovascular
ga pito dughan ko ko,chest pain,pain,chest pain,severe,cardiovascular
ga pito dughan ko subong,chest pain,pain,chest pain,severe,cardiovascular
masakit dibdib talaga,chest pain,pain,chest pain,severe,cardiovascular
gakurot duhan,chest pain,pain,chest pain,severe,cardiovascular
gakurot dughan ko,chest pain,pain,chest pain,severe,cardiovascular
gina pito dughan ko,chest pain,pain,chest pain,severe,cardiovascular
nagga pito dughan ko,chest pain,pain,chest pain,severe,cardiovascular
sakit tagipusuon subong,chest pain,pain,chest pain,severe,cardiovascular
"dok, sakit dughan ko sige bah",chest pain,pain,chest pain,severe,cardiovascular
complain ko kay sakit dughan ko subong ko,chest pain,pain,chest pain,severe,cardiovascular
sakit dughan na gid,chest pain,pain,chest pain,severe,cardiovascular
sige ko may kasakit sa dughan ko,chest pain,pain,chest pain,severe,cardiovascular
sakit sang dughan subong,chest pain,pain,chest pain,severe,cardiovascular
complain ko kay sakit dughan ko sige gid ako,chest pain,pain,chest pain,severe,cardiovascular
daw may kasakit sa dughan ko ko,chest pain,pain,chest pain,severe,cardiovascular
pareho sakit dughan ko kagapon ako,chest pain,pain,chest pain,severe,cardiovascular
basin masakit dughan grabe gid ko,chest pain,pain,chest pain,severe,cardiovascular
grabe sakit dughan ko gid,chest pain,pain,chest pain,severe,cardiovascular
sige ko ga pito dughan ko malala gid ko,chest pain,pain,chest pain,severe,cardiovascular
"doc, ga pito dughan ko dako gid ko",chest pain,pain,chest pain,severe,cardiovascular
daw may kasakit sa dughan ko man,chest pain,pain,chest pain,severe,cardiovascular
hapdi dughan talaga,chest pain,pain,chest pain,severe,cardiovascular
masakit dughan subong,chest pain,pain,chest pain,severe,cardiovascular
sige ko sakit dughan ko halin sang aga gid ko,chest pain,pain,chest pain,severe,cardiovascular
chest pain ako,chest pain,pain,chest pain,severe,cardiovascular
"dok, ga pito dughan ko man",chest pain,pain,chest pain,severe,cardiovascular
feel ko nga sakit dughan gid subong,chest pain,pain,chest pain,severe,cardiovascular
grabe sakit dughan ko subong,chest pain,pain,chest pain,severe,cardiovascular
gapigos dughan,chest pain,pain,chest pain,severe,cardiovascular
hapdi dughan subong,chest pain,pain,chest pain,severe,cardiovascular
complain ko kay may kasakit sa dughan ko gid,chest pain,pain,chest pain,severe,cardiovascular
nagmasakit dughan,chest pain,pain,chest pain,severe,cardiovascular
pareho may kasakit sa dughan ko grabe subong,chest pain,pain,chest pain,severe,cardiovascular
daw masakit dughan sing malala gid,chest pain,pain,chest pain,severe,cardiovascular
"doktor, ga pito dughan ko ako",chest pain,pain,chest pain,severe,cardiovascular
gapigos dughan ko,chest pain,pain,chest pain,severe,cardiovascular
masakit dughan talaga,chest pain,pain,chest pain,severe,cardiovascular
masakit dughan man,chest pain,pain,chest pain,severe,cardiovascular
gapigos dughan talaga,chest pain,pain,chest pain,severe,cardiovascular
"doktor, ga pito dughan ko ko",chest pain,pain,chest pain,severe,cardiovascular
may ara ko nga may kasakit sa dughan ko ko,chest pain,pain,chest pain,severe,cardiovascular
nagsakit tagipusuon,chest pain,pain,chest pain,severe,cardiovascular
gakurot dughan talaga,chest pain,pain,chest pain,severe,cardiovascular
skit sang dughan,chest pain,pain,chest pain,severe,cardiovascular
basin ga pito dughan ko subong,chest pain,pain,chest pain,severe,cardiovascular
masakit dibdib po,chest pain,pain,chest pain,severe,cardiovascular
feel ko nga may kasakit sa dughan ko bah,chest pain,pain,chest pain,severe,cardiovascular
"dok, sakit dughan sing malala bah",chest pain,pain,chest pain,severe,cardiovascular
may kasaket sa dughan ko,chest pain,pain,chest pain,severe,cardiovascular
feel ko nga grabe sakit dughan ko ako,chest pain,pain,chest pain,severe,cardiovascular
"doktor, masakit dughan sing malala ko",chest pain,pain,chest pain,severe,cardiovascular
sige ko ga pito dughan ko malala gid na gid,chest pain,pain,chest pain,severe,cardiovascular
sakit sang dughan ko,chest pain,pain,chest pain,severe,cardiovascular
"dok, ga pito dughan ko gid ko",chest pain,pain,chest pain,severe,cardiovascular
"doc, grabe sakit dughan ko na gid",chest pain,pain,chest pain,severe,cardiovascular
"doc, ga pito dughan ko bah",chest pain,pain,chest pain,severe,cardiovascular
masakit dughan gid,chest pain,pain,chest pain,severe,cardiovascular
"doktor, sakit sang dughan daw malala gid ako",chest pain,pain,chest pain,severe,cardiovascular
pareho sakit dughan ko since kagapon,chest pain,pain,chest pain,severe,cardiovascular
maskit dughan,chest pain,pain,chest pain,severe,cardiovascular
sakit tagipusuon ako,chest pain,pain,chest pain,severe,cardiovascular
pareho may kasakit sa dughan ko sing malala,chest pain,pain,chest pain,severe,cardiovascular
sakit duhan,chest pain,pain,chest pain,severe,cardiovascular
ginsakit tagipusuon,chest pain,pain,chest pain,severe,cardiovascular
sakit tagipusuon ko,chest pain,pain,chest pain,severe,cardiovascular
basin may kasakit sa dughan ko na gid,chest pain,pain,chest pain,severe,cardiovascular
May kaskit sa dughan ko subong,chest pain,pain,chest pain,severe,cardiovascular
"doktor, grabe sakit dughan ko",chest pain,pain,chest pain,severe,cardiovascular
daw ga pito dughan ko gid,chest pain,pain,chest pain,severe,cardiovascular
amuni may kasakit sa dughan ko daw malala na gid,chest pain,pain,chest pain,severe,cardiovascular
hapdi dughan gid ko,chest pain,pain,chest pain,severe,cardiovascular
complain ko kay sakit dughan ko subong man,chest pain,pain,chest pain,severe,cardiovascular
basin ga pito dughan ko gid ako,chest pain,pain,chest pain,severe,cardiovascular
complain ko kay ga pito dughan ko na gid,chest pain,pain,chest pain,severe,cardiovascular
sakit tagipusuon talaga,chest pain,pain,chest pain,severe,cardiovascular
may May kasakit sa dughan ko subong,chest pain,pain,chest pain,severe,cardiovascular
amuni may kasakit sa dughan ko subong,chest pain,pain,chest pain,severe,cardiovascular
"doktor, ga pito dughan ko gid ko",chest pain,pain,chest pain,severe,cardiovascular
feel ko may chest pain,chest pain,pain,chest pain,severe,cardiovascular
ga pito dughan ko ako,chest pain,pain,chest pain,severe,cardiovascular
may kasakit sa dughn ko,chest pain,pain,chest pain,severe,cardiovascular
"doktor, sakit dughan ko since kagapon",chest pain,pain,chest pain,severe,cardiovascular
may ga pito dughan ko,chest pain,pain,chest pain,severe,cardiovascular
complain ko kay grabe sakit dughan ko gid ako,chest pain,pain,chest pain,severe,cardiovascular
daw may kasakit sa dughan ko gid ko,chest pain,pain,chest pain,severe,cardiovascular
feel ko nga sakit sang dughan dako gid subong,chest pain,pain,chest pain,severe,cardiovascular
may gakurot dughan,chest pain,pain,chest pain,severe,cardiovascular
gapigos dughn,chest pain,pain,chest pain,severe,cardiovascular
sakit dughan ko kagapon ako,chest pain,pain,chest pain,severe,cardiovascular
May kasakit sa dughan ko subuhonng,chest pain,pain,chest pain,severe,cardiovascular
amuni ga pito dughan ko man,chest pain,pain,chest pain,severe,cardiovascular
sige ko sakit dughan ko subong gid,chest pain,pain,chest pain,severe,cardiovascular
may ara ko nga sakit dughan ko halin sang aga subong,chest pain,pain,chest pain,severe,cardiovascular
masaket dughan,chest pain,pain,chest pain,severe,cardiovascular
gingakurot dughan,chest pain,pain,chest pain,severe,cardiovascular
gapigos duhan,chest pain,pain,chest pain,severe,cardiovascular
daw ga pito dughan ko bah,chest pain,pain,chest pain,severe,cardiovascular
daw may kasakit sa dughan ko gid ako,chest pain,pain,chest pain,severe,cardiovascular
nagMay kasakit sa dughan ko subong,chest pain,pain,chest pain,severe,cardiovascular
masakit dibdib ko,chest pain,pain,chest pain,severe,cardiovascular
"doktor, masakit dibdib malala gid bah",chest pain,pain,chest pain,severe,cardiovascular
nagchest pain,chest pain,pain,chest pain,severe,cardiovascular
"dok, grabe sakit dughan ko subong",chest pain,pain,chest pain,severe,cardiovascular
